idAdress;No voie;Type de voie;Voie;idCommune
13469;55;CRS;TOLSTOI;1934
13470;15;ALL;DES JARDINS;1935
13471;72;AV;JEAN JAURES;1941
13472;16;RUE;LOUIS BLANC;1941
13473;98;AV;FRANCIS DE PRESSENSE;1935
13474;2;RUE;DU COMMERCE;1932
13475;6;RUE;ANATOLE FRANCE;1934
13476;267;CRS;EMILE ZOLA;1934
13477;52;AV;JEAN JAURES;1941
13478;99;AV;JEAN MOULIN;1949
13479;72;RUE;MAGENTA;1934
13480;120;RUE;DE LA CHARRIERE;1950
13481;21;RUE;LOUIS BRAILLE;1934
13482;12;AV;D OSCHATZ;1935
13483;85;RUE;DES CHARMETTES;1934
13484;1;RUE;ANTOINE LOUVIER;1944
13485;276;AV;JEAN JAURES;1936
13486;112;RUE;DEDIEU;1934
13487;25;RUE;DE L AGRICULTURE;1944
13488;128;BD;DU ONZE NOVEMBRE 1918;1934
13489;17;RUE;JEAN-LOUIS BARRAULT;1932
13490;60;RUE;MATHIEU DUSSURGEY;1941
13491;75;RUE;DU HUIT MAI 1945;1934
13492;48;RUE;JEAN COLLET;1932
13493;26;RUE;ANATOLE FRANCE;1935
13494;34;RUE;FAILLEBIN;1934
13495;4;RUE;ANTOINE BERNOUX;1934
13496;2;CHE;TONY GARNIER;1938
13497;11;RUE;DES CHARMETTES;1934
13498;5;RUE;GAMBETTA;1939
13499;43;RUE;DES LILAS;1942
13500;85;AV;JEAN JAURES;1939
13501;120;AV;JEAN JAURES;1936
13502;39;RTE;DE LYON;1942
13503;351;AV;CHARLES DE GAULLE;1935
13504;3;RUE;HENRI VERNEUIL;1939
13505;41;RUE;DE LA BATTERIE;1943
13506;17;RUE;DU VIEUX CHATEAU;1945
13507;202;CRS;EMILE ZOLA;1934
13508;2;RUE;EUGENE GUILLEMIN;1943
13509;7;ALL;DES CEDRES;1932
13510;100;AV;FRANCIS DE PRESSENSE;1935
13511;18;RUE;LUDOVIC BONIN;1935
13512;10;IMP;BEAU VALLON;1939
13513;8;RUE;JULES VALLES;1934
13514;204;CRS;EMILE ZOLA;1934
13515;30;AV;LUCIEN BUISSON;1932
13516;110;CRS;TOLSTOI;1934
13517;45;RUE;LEON BLUM;1934
13518;8;CHE;DES FIGUIERES;1948
13519;61;RUE;DES MARTYRS DE LA RES;1935
13520;111;RUE;DU QUATRE AOUT;1934
13521;60;RUE;JEAN CLAUDE VIVANT;1934
13522;54;RUE;GABRIEL PERI;1934
13523;4;RUE;GEORGES BIZET;1936
13524;3;ALL;ETIENNE CLEMENTEL;1939
13525;274;RTE;DE GENAS;1943
13526;42;RUE;CHARLES PLASSE;1941
13527;78;RUE;DU PROFESSEUR ROUX;1935
13528;42;RUE;FAILLEBIN;1934
13529;81;AV;JEAN JAURES;1941
13530;2;RUE;DE LA FORGE;1951
13531;12;CHE;DES TERRES NOIRES;1936
13532;7;PL;DE L EGLISE;1947
13533;2;RUE;LOUIS GIRARDET;1941
13534;27;RUE;FRANCIS DE PRESSENSE;1941
13535;9001;RUE;GEORGES LADOIRE;1948
13536;18;RUE;ANTOINE LUMIERE;1936
13537;19;RUE;GASPARD PICARD;1935
13538;82;RUE;DU PREMIER MARS 1943;1934
13539;68;RTE;DE LYON;1942
13540;27;RUE;DE BEARN;1932
13541;5;RUE;CLAUDE BERRI;1939
13542;20;;DOUZIEME RUE;1939
13543;8;RUE;ARISTIDE BRUANT;1935
13544;12;RUE;DU CIMETIERE;1934
13545;298;RTE;DE GENAS;1943
13546;12;RUE;JULES VALLES;1934
13547;356;RTE;DE GENAS;1943
13548;76;RUE;DES CHARMETTES;1934
13549;294;RTE;DE GENAS;1943
13550;17;RUE;DES EPIS;1952
13551;37;AV;DU DAUPHINE;1932
13552;33;RUE;CLEMENT MICHUT;1934
13553;78;RUE;DES COLLONGES;1953
13554;27;RUE;DU PERRON;1954
13555;11;;ROUTE D'IRIGNY;1953
13556;26;RUE;DIDEROT;1954
13557;13;RUE;BAUDIN;1954
13558;4;ALL;DU FRERE BENOIT;1955
13559;11;AV;DU 11 NOVEMBRE;1956
13560;54;RUE;DE LA BUSSIERE;1954
13561;18;RUE;DU PERRON;1957
13562;7;CHE;DE LA PILLOTTE;1953
13563;186;RUE;GENERAL DE GAULLE;1958
13564;5;RUE;DE LA MAIRIE;1959
13565;292;RUE;DE LA GAILLARDIERE;1960
13566;54;PL;DES BASSES BAROLLES;1953
13567;34;AV;DES ARONDIERES;1961
13568;18;RUE;FLEURY NEUVESEL;1962
13569;24;PL;JEAN JAURES;1961
13570;24;RUE;DE LA DAMETTE;1963
13571;7;RUE;DU 8 MAI 1945;1957
13572;17;RUE;CHARLES DE GAULLE;1961
13573;229;RUE;GENERAL DE GAULLE;1958
13574;64;RTE;DE VARISSAN;1962
13575;8;RUE;DU CENTRE;1964
13576;12;PL;DU 11 NOVEMBRE 1918;1957
13577;20;ALL;DES BASSES BAROLLES;1953
13578;5;RTE;DU BATARD;1960
13579;13;RUE;CLAUDE JUSSEAUD;1956
13580;14;RUE;JEANNE PARISET;1958
13581;51;RUE;DE LA GLORIETTE;1965
13582;33;RUE;DE LA GIRAUDIERE;1958
13583;5;RUE;DES COQUELICOTS;1958
13584;42;BD;DES PROVINCES;1956
13585;8;RUE;LORTET;1954
13586;970;CHE;DES FERRATIERES;1966
13587;37;RUE;DAISY GEORGES MARTIN;1963
13588;5;RUE;DU PENSIONNAT;1955
13589;44;AV;CHARLES DE GAULLE;1953
13590;184;RUE;DES MARTYRS DE LA LIBERATI;1967
13591;236;CHE;DU GRAND REVOYET;1953
13592;92;RUE;STEPHANE DECHANT;1955
13593;21;RUE;DU VINGTAIN;1956
13594;44;ALL;DE LA CLAIRIERE;1963
13595;35;RUE;DE LA PAIX;1953
13596;16;RUE;DU GAREL;1958
13597;1;AV;CHARLES DE GAULLE;1963
13598;6;RUE;JEAN ROUSSELIN;1958
13599;10;CHE;DE LA CROIX PIVORT;1956
13600;43;RUE;BAUDRAND;1963
13601;23;RUE;EUGENE GENET;1959
13602;19;RUE;GAMBETTA;1962
13603;6;PL;JEAN JAURES;1962
13604;3;PL;HENRI BARBUSSE;1962
13605;3;PL;CHARLES DE GAULLE;1968
13606;30;RUE;JOSEPH LONGARINI;1962
13607;2;RUE;ALBERT CAMUS;1954
13608;104;BD;DE L EUROPE;1967
13609;23;BD;DES PROVINCES;1956
13610;35;LOT;DES CAZARDES;1961
13611;2;RUE;DES FAIENCIERS;1961
13612;3;ALL;DE LA GRAVIERE;1956
13613;11;RUE;PIERRE SEMARD;1954
13614;28;RUE;CLAUDE MICHEL;1954
13615;108;;GRANDE RUE;1954
13616;26;RUE;JEAN LIGONNET;1962
13617;34;RUE;COCHARD;1969
13618;29;RUE;DES JARDINS;1970
13619;8;ALL;DU CHATEAU;1967
13620;16;GR;GRANDE RUE;1956
13621;16;CHE;DE LAVAL;1953
13622;9;BD;EMILE ZOLA;1954
13623;33;RUE;GUILLOUX;1953
13624;25;AV;JEAN JAURES;1954
13625;58;AV;CLEMENCEAU;1953
13626;31;RUE;JOSEPH LONGARINI;1962
13627;110;IMP;JEAN ANTOINE FOISON;1971
13628;2;RUE;MARCEAU;1954
13629;31;RUE;JOSEPH RICARD;1956
13630;28;RUE;DE LA COMMUNE DE PARIS;1954
13631;44;RUE;DE LA TUILERIE;1958
13632;5;RUE;STALINGRAD;1967
13633;8;RUE;DES RONZIERES;1958
13634;64;MAIL;DES BASSES BAROLLES;1953
13635;51;ALL;DE LA CLAIRIERE;1963
13636;198;IMP;DE BRASSERONDE;1972
13637;4;RUE;DES FAIENCIERS;1961
13638;11;RUE;WALDWISSE;1973
13639;1;RUE;GUILLAUME APOLLINAIRE;1967
13640;51;RUE;DE L EGALITE;1962
13641;27;RUE;JULES FERRY;1959
13642;3;COTE;CARMAGNAC;1963
13643;22;RUE;GEORGES CLEMENCEAU;1956
13644;3;RUE;DE L EGLISE;1958
13645;116;RUE;GENERAL DE GAULLE;1958
13646;24;BD;DE L EUROPE;1954
13647;9;RUE;FRANCISQUE JOMARD;1954
13648;14;AV;DE GADAGNE;1953
13649;27;CHE;DES FONDS;1956
13650;1;RUE;AMABLE AUDIN;1974
13651;20;RUE;NARCISSE BERTHOLEY;1954
13652;18;RTE;DEPARTEMENTALE 386;1961
13653;7;RUE;DE L INDUSTRIE;1959
13654;3;RUE;DU PROGRES;1975
13655;83;BD;EMILE ZOLA;1954
13656;28;RUE;MERE ELISE RIVET;1958
13657;60;RUE;DU MOULIN;1962
13658;11;PL;GEN LECLERC;1955
13659;18;RUE;DE LA GIRAUDIERE;1958
13660;13;AV;JEAN JAURES;1954
13661;48;RUE;PIERRE SEMARD;1954
13662;5;AV;DU CHATEAU;1964
13663;24;RUE;DE BASSENON;1959
13664;24;RUE;PIERRE DUPONT;1954
13665;30;CHE;DE CHAZELLES;1953
13666;1;RUE;ANDRE LAFARGE;1955
13667;26;RUE;DE LA REPUBLIQUE;1954
13668;12;RUE;6890;1963
13669;32;RTE;DEPARTEMENTALE 386;1959
13670;48;CHE;DE PUTET;1953
13671;243;CHE;DE FONTANIERES;1955
13672;84;RUE;DES COLLONGES;1953
13673;74;BD;DE L EUROPE;1967
13674;24;RUE;DE CHAMPEMIN;1975
13675;15;RUE;DU VAGNOT;1964
13676;11;RUE;CREMAILLERE;1959
13677;5;;5 RUE DE LA BASTERO LES CE;1955
13678;30;RTE;DE BRIGNAIS;1974
13679;3;RUE;AUGUSTE DELAUNE;1962
13680;6;RUE;DE LA TABLE ROMAINE;1958
13681;9;CHE;DU LOUP;1976
13682;13;RUE;AMPERE;1977
13683;20;CHE;DE CHARRIERE BLANCHE;1978
13684;9001;ALL;DES TERRASSES;1979
13685;15;RUE;JEAN CLAUDE MARTIN;1980
13686;4;CHE;DE CHALIN;1978
13687;132;AV;PIERRE DUMOND;1980
13688;6;AV;DU DOC TERVER;1978
13689;2;AV;RAYMOND DE VEYSSIERES;1978
13690;23;CHE;DU CHANCELIER;1978
13691;42;AV;DU HUIT MAI 1945;1981
13692;15;RUE;FRANCOIS MERMET;1981
13693;52;RUE;DES VARENNES;1982
13694;34;RTE;DE BORDEAUX;1983
13695;283;RUE;MARIE ALIBERT;1984
13696;98;CHE;DES MULETS;1985
13697;95;AV;CHARLES DE GAULLE;1981
13698;3;RUE;DE LYON;1986
13699;26;CHE;DE L AIGAS;1981
13700;3;RUE;DE PARIS;1986
13701;48;AV;VICTOR HUGO;1981
13702;8;CHE;DE LA POMME;1981
13703;174;AV;CHARLES DE GAULLE;1981
13704;11;MTE;DE VERDUN;1981
13705;9;RUE;LOUIS JUTTET;1987
13706;27;BD;DE LA REPUBLIQUE;1987
13707;7;ALL;DES CLOTS;1987
13708;65;RUE;DES GLYCINES;1988
13709;72;GR;GRANDE RUE;1976
13710;3;RUE;DU PORT;1977
13711;5;RUE;DE FINALE EN EMILIE;1989
13712;85;AV;EDOUARD MILLAUD;1980
13713;18;PL;DE LA PAIX;1982
13714;613;CHE;DU MATHIAS;1990
13715;4;AV;EISENHOWER;1981
13716;27;AV;LAMARTINE;1991
13717;3;IMP;DES GDES TERRES;1976
13718;2;RUE;JOSEPH VOLAY;1992
13719;26;CHE;DE LA MADONE;1993
13720;6;AV;PIERRE SEMARD;1986
13721;9006;;PORTE DE LYON;1979
13722;76;IMP;DES LAURIERS;1994
13723;18;RUE;DU VIEUX CHATEAU;1976
13724;6;RUE;JACQUES COEUR;1995
13725;19;ALL;DU BARAILLON;1981
13726;62;AV;DU CHATER;1976
13727;5;RUE;DE LA CHAPELLE DE BEL AIR;1976
13728;27;RTE;NATIONALE 7;1993
13729;32;RUE;DE LA POTERNE;1996
13730;6;CHE;DE CALABERT;1978
13731;161;RUE;CHARLES MACHET;1990
13732;1;CHE;DE GRANDVAUX;1978
13733;11;RUE;DES GASSES;1997
13734;4;RUE;FRANCOIS MERMET;1981
13735;18;AV;JEAN BERGERON;1980
13736;33;AV;MATHIEU MISERY;1981
13737;401;RUE;DU 11 NOVEMBRE 1918;1980
13738;23;AV;GEN DE GAULLE;1991
13739;112;AV;DE LA REPUBLIQUE;1981
13740;826;RTE;DES GRENADIERES;1998
13741;12;RUE;DE LA MAIRIE;1977
13742;30;CHE;DE LA RAUDE;1981
13743;3;CHE;DE CHANTEMALE;1977
13744;16;CHE;JEAN MARIE VIANNEY;1978
13745;3;RUE;DE L ARTISANAT;1989
13746;56;RTE;DE PARIS;1981
13747;46;AV;EDOUARD MILLAUD;1980
13748;38;RTE;DE LYON;1997
13749;1725;RTE;DE LA GIRAUDIERE;1999
13750;51;AV;DU HUIT MAI 1945;1981
13751;46;RUE;CENTRALE;1980
13752;1;CHE;DES HERMIERES;1976
13753;28;RUE;DE VERDUN;1980
13754;1;PAS;DES HERMIERES;1976
13755;7;AV;DE LA REPUBLIQUE;1981
13756;6;RUE;EMILE FOURNIER;1986
13757;14;CHE;DE GARGANTUA;1979
13758;16;;PLACE DE L'EGLISE;1979
13759;8;GR;GRANDE RUE;1976
13760;90;RUE;GABRIEL PERI;1986
13761;80;CHE;DE NELY;2000
13762;120;RTE;DE LA CROIX DU BAN;2001
13763;9001;CHE;DE L ETANG;1978
13764;13;BD;DE LA REPUBLIQUE;1987
13765;2;PL;DU MARCHE;1992
13766;53;RUE;DE L EGLISE;1985
13767;1295;AV;MARCEL MERIEUX;1984
13768;17;RUE;CENTRALE;1980
13769;11;AV;DU NORD;1981
13770;22;AV;GAMBETTA;1997
13771;21;CHE;DE LA RAUDE;1981
13772;8;RUE;DE LA MAIRIE;2002
13773;15;CHE;DES PIERRES PLANTEES;1991
13774;2;RUE;CENTRALE;1980
13775;5;CHE;DU VALLONNET;1991
13776;17;IMP;DE LA CITE;2003
13777;162;AV;CHARLES DE GAULLE;1981
13778;4;AV;GEORGES CLEMENCEAU;1981
13779;3;PL;DU PUITS;1992
13780;18;AV;EDOUARD PAYEN;1978
13781;21;AV;PASTEUR;2004
13782;51;RUE;DU PROFESSEUR DEPERET;1981
13783;167;ALL;DES BRUYERES;2005
13784;18;AV;DE LA CONSTELLATION;1981
13785;12;RUE;PASTEUR;1987
13786;54;AV;DU HUIT MAI 1945;1981
13787;35;RUE;CENTRALE;1980
13788;2;RUE;AUGUSTE TRAMIER;1978
13789;5336;RTE;DE LA CROIX DU BAN;2001
13790;10;CHE;DE LA PATELIERE;1976
13791;880;AV;JEAN COLOMB;1984
13792;28;CHE;DU VIEUX MOULIN;1981
13793;1;ALL;RESIDENCE RECAMIER;1978
13794;2;RUE;DU HUIT MAI 1945;2006
13795;140;AV;PIERRE DUMOND;1980
13796;5000;CHE;DE QUICURY;2007
13797;31;RUE;DE CHAVANNES;1977
13798;11;PL;DU CENTRE;2003
13799;29;GR;GRANDE RUE;1976
13800;6;CHE;DES RIVIERES;2004
13801;9;RUE;DE EDF;1980
13802;125;AV;CHARLES DE GAULLE;1981
13803;45;AV;MATHIEU MISERY;1981
13804;20;RUE;DES AQUEDUCS;1980
13805;2;RUE;DU COLLOVRIER;1978
13806;18;CHE;DE LA CHANTERIE;1991
13807;5;RUE;FRANCOIS MERMET;1981
13808;41;AV;DE LA TABLE DE PIERRE;1976
13809;24;AV;DE LA REPUBLIQUE;1981
13810;50;AV;MARIUS GUERPILLON;2001
13811;2;RUE;DU MONT D OR;1997
13812;39;CHE;DE LA RAUDE;1981
13813;6;QUAI;DE CHAREZIEUX;1977
13814;20;AV;DE LA TABLE DE PIERRE;1976
13815;9002;PL;MARSONNAT;1991
13816;8;CHE;LOUIS CHIRPAZ;1978
13817;496;RUE;ETIENNE POULET;2008
13818;356;RUE;LAMARTINE;2008
13819;1047;RTE;DE RIOTTIER;2008
13820;3;RUE;MARIE COUTURIER;2009
13821;212;RTE;DE LYON;2010
13822;437;RUE;DE THIZY;2008
13823;481;RUE;MICHEL AULAS;2011
13824;187;RUE;DE L EGLISE;2012
13825;195;RTE;DE FRANS;2008
13826;50;RTE;DE SAINT JULIEN;2013
13827;63;CHE;DES ROUSSES;2008
13828;15;RUE;DUBREUIL;2014
13829;130;RTE;DE LYON;2010
13830;69;RUE;DE LA REPUBLIQUE;2014
13831;304;RUE;DE TARARE;2015
13832;437;RUE;DE BELLEVILLE;2008
13833;334;RUE;LAMARTINE;2008
13834;496;BD;GAMBETTA;2008
13835;166;RUE;JEAN COCTEAU;2008
13836;54;AV;LEON FOILLARD;2016
13837;33;CHE;DE LA POYE;2017
13838;22;AV;EDOUARD HERRIOT;2014
13839;84;RUE;NATIONALE;2008
13840;15;PL;CLAUDE BERNARD;2008
13841;89;RUE;DES FRERES LUMIERE;2008
13842;295;RUE;DECHAVANNE;2008
13843;310;RUE;DE L EGALITE;2008
13844;41;AV;DU PRE AUX MOUTONS;2018
13845;652;BD;PIERRE PASQUIER;2008
13846;25;RUE;STE CLAIRE;2008
13847;102;RUE;DU VIEUX PONT;2019
13848;52;RUE;DE LA SCIERIE;2018
13849;308;RUE;ETIENNE POULET;2008
13850;60;IMP;DU VAL FLEURY;2020
13851;14;RUE;PASTEUR;2021
13852;334;RUE;DES ACACIAS;2008
13853;202;ALL;MARIEN PRE;2018
13854;59;RTE;DE PONTCHARRA;2022
13855;36;RUE;DE LA CROIX FLEURIE;2008
13856;46;AV;DE LA LIBERATION;2008
13857;154;RUE;RONCEVAUX;2008
13858;196;RUE;DE BELLEVILLE;2008
13859;7;RUE;NEUVE;2015
13860;27;RUE;DU NORD;2023
13861;639;RUE;NATIONALE;2008
13862;348;CHE;DES CEDRES;2024
13863;90;PL;CLAUDE BERNARD;2025
13864;18;AV;EDOUARD HERRIOT;2014
13865;101;RUE;DU BAYARD;2011
13866;85;RUE;LAMARTINE;2008
13867;831;RUE;NATIONALE;2008
13868;497;RUE;NATIONALE;2008
13869;88;RUE;PAUL BERT;2008
13870;159;CHE;DES SABLES;2008
13871;54;RUE;DECHAVANNE;2008
13872;61;RUE;FRANCOIS POLOT;2008
13873;442;RTE;DU MARGAND;2026
13874;17;RUE;DE LA REPUBLIQUE;2014
13875;6;RUE;DENAVE;2014
13876;84;RUE;DES FRERES LUMIERE;2008
13877;23;RUE;BOIRON;2008
13878;157;CHE;DES SABLES;2008
13879;17;RUE;DE LA CHARBONNIERE;2021
13880;1;RUE;GAMBETTA;2014
13881;218;RUE;BOIRON;2008
13882;1955;RTE;DU TOLERON;2013
13883;421;RUE;D ANSE;2008
13884;83;RUE;JEAN MICHEL SAVIGNY;2008
13885;57;RUE;DE SAVOIE;2014
13886;3;RUE;NICOLAS SEVE;2014
13887;31;PL;DES MARAIS;2008
13888;6;RUE;LEDRU ROLLIN;2014
13889;;PL;DE LA LIBERATION;2027
13890;17;RUE;PIERRE MARIE FAYE;2014
13891;298;RUE;DE BELLEVILLE;2008
13892;106;RUE;DES ACACIAS;2008
13893;80;PL;DE L'EGLISE;2028
13894;42;RUE;PEZANT;2008
13895;528;RUE;NATIONALE;2008
13896;42;RUE;MARECHAL FOCH;2021
13897;329;RUE;DU PLANTAY;2029
13898;660;BD;PIERRE PASQUIER;2008
13899;165;CHE;DES SABLES;2008
13900;78;RUE;DE LA CROIX FLEURIE;2008
13901;288;BD;GAMBETTA;2008
13902;22;RUE;DU MAGNOLET;2008
13903;191;RUE;PAUL CLAUDEL;2008
13904;557;BD;GAL LECLERC;2008
13905;56;RUE;ROBERT SCHUMAN;2008
13906;149;PL;BERNIGAL GUILLERMIN;2027
13907;241;RTE;DE LA VALLEE;2030
13908;93;RUE;DES FRERES LUMIERE;2008
13909;32;RUE;ROBERT SCHUMAN;2008
13910;614;RUE;FRANCOIS GIRAUD;2008
13911;399;RUE;PAUL CLAUDEL;2008
13912;49;RUE;DE THIZY;2008
13913;15;RUE;DES MARAIS;2008
13914;194;RUE;PAUL CLAUDEL;2008
13915;103;AV;JOSEPH BALLOFFET;2008
13916;87;RUE;FRANCIS POPY;2008
13917;9146;AV;DU PORT;2021
13918;15;RUE;FRANCOIS COQUARD;2009
13919;23;RUE;DE PRONY;2008
13920;332;RUE;LAMARTINE;2008
13921;11;RUE;DE LA TOUR;2031
13922;181;RUE;PAUL BERT;2008
13923;213;CHE;DES HAUTS DE BASSIEUX;2018
13924;41;RTE;DU RUISSEAU DES FONTAINES;2013
13925;787;RUE;JEAN BAPTISTE MARTINI;2008
13926;19;ALL;DES CORDELIERS;2008
13927;66;RUE;ANTOINE ARNAUD;2008
13928;361;RTE;DE CHAMPANARD;2021
13929;9001;RUE;JEAN CARRON;2021
13930;30;RUE;DU TROIS SEPTEMBRE 1944;2018
13931;134;RUE;ANTOINE ARNAUD;2008
13932;193;RUE;DE LA SCIERIE;2018
13933;237;RUE;CLAUDIUS SAVOYE;2008
13934;19;RUE;MAL FOCH;2021
13935;708;BD;PIERRE PASQUIER;2008
13936;7;RUE;DU DR GILLES CUGNIER;2032
13937;20;RUE;DU GENERAL DE GAULLE;2033
13938;43;RUE;JEAN JAURES;2034
13939;28;RUE;EDOUARD HERRIOT;2035
13940;12;RUE;DE L EGLISE;2036
13941;12;RUE;DES REMPARTS;2032
13942;29;RUE;DES VOSGES;2034
13943;2;RUE;CHARLES NODIER;2032
13944;68;RUE;DU PRESBYTERE;2037
13945;6;RUE;L O FROSSARD;2032
13946;11;ALL;ANDRE MAROSELLI;2032
13947;12;RUE;DE L ECOLE - HERICOURT;2033
13948;3;RUE;DE LA FONT;2034
13949;12;RUE;JULES JEANNENEY;2032
13950;5;RUE;DES 7 CHEVAUX;2032
13951;4;RUE;DU FOURNIL;2038
13952;17;RUE;D ALSACE LORRAINE;2039
13953;24;RUE;DE LA BANQUE;2039
13954;22;RUE;D ALSACE LORRAINE;2039
13955;15;RUE;VICTOR CHALMEY;2040
13956;17;BD;DES ALLIES;2039
13957;4;RUE;DE LA HALLE;2039
13958;11;RUE;DES BALCONS FLEURIS;2039
13959;1;RUE;DES BALCONS FLEURIS;2039
13960;3;PL;DU GRAND PUITS;2039
13961;29;RUE;PIERRE CURIE;2041
13962;1;RUE;DE L EGLISE;2042
13963;14;RUE;BARON BOUVIER;2039
13964;1;RUE;LAMARTINE;2039
13965;12;RUE;BARON BOUVIER;2039
13966;45;RUE;GEORGES GENOUX;2039
13967;3;RUE;DE NOIDANS;2039
13968;74;RUE;BARON BOUVIER;2039
13969;64;RUE;GUSTAVE COURTOIS;2043
13970;88;AV;PASTEUR;2044
13971;8;RUE;BARON BOUVIER;2039
13972;11;RUE;DU BREUIL;2039
13973;5;RUE;DE FRANCHE COMTE;2039
13974;42;RUE;LAFAYETTE;2039
13975;20;RUE;DU BREUIL;2039
13976;4;RUE;EDGAR  FAURE;2039
13977;5;RUE;DOCTEUR CHAMPIONNET;2039
13978;1;RUE;DES URSULINES;2039
13979;16;RUE;GEORGES GENOUX;2039
13980;36;RUE;DE DIJON;2045
13981;278;RUE;CARNOT;2046
13982;38;RUE;DE LA REPUBLIQUE;2047
13983;17;RUE;THEODORE MONOD;2046
13984;2;RUE;AGUT;2046
13985;290;RUE;DU CHAMP BRULE;2047
13986;11;AV;EDOUARD HERRIOT;2046
13987;465;RUE;DES 9 CLES;2046
13988;370;QUAI;LAMARTINE;2046
13989;64;RUE;CLAUDE ROBERJOT;2046
13990;164;RUE;SAINT ANTOINE;2046
13991;1;PL;NOTRE DAME;2048
13992;85;RUE;JEAN JAURES;2049
13993;5547;;LA CONDEMAINE;2050
13994;12;RUE;CARNOT;2051
13995;4;RUE;AMBROISE PARE;2051
13996;7;AV;NICEPHORE NIEPCE;2051
13997;50;AV;DE BOURGOGNE;2050
13998;6392;RUE;DES MOUILLERES;2052
13999;20;RUE;D UXELLES;2051
14000;29;REM;SAINT PIERRE;2051
14001;23;AV;NICEPHORE NIEPCE;2051
14002;55;;GRANDE RUE;2051
14003;12;RUE;SAINT GEORGES;2051
14004;11;RUE;DES TILLES;2053
14005;9;RUE;DE BELFORT;2051
14006;2;RUE;LOUIS BLERIOT;2051
14007;3;RUE;ROGER LAGRANGE;2051
14008;65;RUE;PIERRE DELIRY;2051
14009;38;RUE;MICHELET;2051
14010;5;RUE;EUGENE POTTIER;2054
14011;66;;GRANDE RUE;2051
14012;1;RUE;SIMONE DE BEAUVOIR;2055
14013;31;;GRANDE RUE;2051
14014;166;AV;BOUCICAUT;2051
14015;19;RUE;AMBROISE PARE;2051
14016;2;RUE;DE L ASILE;2051
14017;58;;GRANDE RUE;2051
14018;66;RUE;DE DIJON;2051
14019;35;RUE;DE LA MANUTENTION;2051
14020;29;RUE;SAINT JEAN DES VIGNES;2051
14021;1;RUE;DE BOURGOGNE;2051
14022;27;RUE;DOCTEUR LAENNEC;2051
14023;28;QUAI;SAINT COSME;2051
14024;54;;GRANDE RUE;2051
14025;1;RUE;SAINT GERMAIN;2051
14026;5;RUE;DE LA LIBERTE;2051
14027;1;RUE;GRABIAU;2056
14028;13;RUE;GAMBETTA;2057
14029;16;QUAI;DE LA POTERNE;2057
14030;3;BD;DU COLLEGE;2058
14031;16;AV;DE LA GARE;2058
14032;1;AV;DUMOULIN;2059
14033;71;RUE;FRANCOIS DUCAROUGE;2060
14034;8;RUE;DU VIEUX MOULIN;2058
14035;2;BD;DU DAUPHIN LOUIS;2058
14036;13;RUE;DU 8 MAI;2058
14037;11;RUE;DE LATTRE DE TASSIGNY;2061
14038;55;RUE;LAVOISIER;2062
14039;12;RUE;DE LA GRANGE VERTU;2061
14040;7;RTE;DE BEAUNE;2061
14041;5;RUE;SAINT JEAN;2061
14042;2;RUE;DU HOC;2062
14043;5;RUE;DES TANNERIES;2061
14044;2;RUE;DE MAZENAY;2062
14045;10;AV;CHARLES DE GAULLE;2062
14046;15;RUE;DOC FERNAND RENAUD;2061
14047;18;BD;HENRI PAUL SCHNEIDER;2062
14048;5;RUE;PASTEUR;2063
14049;1;BD;FREDERIC LATOUCHE;2061
14050;63;RUE;DU PAS DE CIBLE;2062
14051;11;ALL;DE LA PATURE DE L ETANG;2064
14052;13;PL;GEORGES MOREY;2065
14053;27;BD;EMILE ZOLA;2066
14054;15;PL;EDOUARD DE LA BOUSSINIERE;2066
14055;80;QUAI;AMIRAL LALANDE;2066
14056;65;RUE;RENEE AUDUC;2066
14057;158;RUE;DES MAILLETS;2066
14058;37;AV;DE LA REPUBLIQUE;2067
14059;8;PAS;DE LA CHESNAIE;2068
14060;2;RUE;ALCIDE DE GASPERI;2069
14061;15;AV;DE LA REPUBLIQUE;2067
14062;3;PAS;DE LA CHESNAIE;2068
14063;11;BD;WINSTON CHURCHILL;2069
14064;32;RUE;FERNAND CRAPEZ;2070
14065;68;RUE;SAGEBIEN;2069
14066;2;AV;BOLLEE;2066
14067;2;RUE;DU GREFFIER;2066
14068;30;RUE;DE LA SOLITUDE;2066
14069;62;RUE;DE BALYVER;2066
14070;3;RUE;LAROCHE;2066
14071;5;RUE;DU PORT;2066
14072;13;RUE;DU SERGENT LEBOUC;2066
14073;4;RUE;COEFFORT;2066
14074;149;RUE;DES MAILLETS;2066
14075;35;AV;DU 19 MARS 1962;2068
14076;17;RUE;SARRAZIN;2066
14077;12;RUE;EMMANUEL MAIRE;2066
14078;8;RUE;DE CONSTANTINE;2066
14079;22;RUE;BITCHE;2066
14080;9;AV;PIERRE MENDES FRANCE;2066
14081;20;RUE;DES PAQUERETTES;2068
14082;224;AV;DE LA LIBERATION;2066
14083;7;RUE;LIONEL ROYER;2066
14084;11;RUE;D'ALGER;2066
14085;67;AV;FRANCOIS MITTERRAND;2066
14086;3;RUE;DE RIVOLI;2066
14087;39;RUE;DE BELLEVUE;2066
14088;8;RUE;D'ALGER;2066
14089;25;RUE;CLAUDE HILLERET;2066
14090;82;RUE;DE LA PELOUSE;2066
14091;22;RUE;DU BOURG BELE;2066
14092;5;BD;GEORGES MELIES;2066
14093;9;RUE;DU CHATEAU D EAU;2069
