idCommune;Code postal;Commune;Code departement
537;26200;ANCONE;26
538;26770;SAINT-PANTALEON-LES-VIGNES;26
539;26420;SAINT-AGNAN-EN-VERCORS;26
540;26600;LA ROCHE DE GLUN;26
541;26540;MOURS-SAINT-EUSEBE;26
542;26240;SAINT VALLIER;26
543;26600;PONT DE L ISERE;26
544;26600;MERCUROL-VEAUNES;26
545;26600;TAIN L HERMITAGE;26
546;26760;BEAUMONT LES VALENCE;26
547;26130;MONTSEGUR-SUR-LAUZON;26
548;26240;PONSAS;26
549;27930;GRAVIGNY;27
550;27250;RUGLES;27
551;27530;EZY SUR EURE;27
552;27000;EVREUX;27
553;27120;PACY-SUR-EURE;27
554;27730;BUEIL;27
555;27200;VERNON;27
556;27950;ST MARCEL;27
557;27190;CONCHES EN OUCHE;27
558;27130;VERNEUIL D'AVRE ET D'ITON;27
559;27140;GISORS;27
560;27700;LES ANDELYS;27
561;27270;LA TRINITE DE REVILLE;27
562;27170;BEAUMONT LE ROGER;27
563;27300;BERNAY;27
564;27600;GAILLON;27
565;28000;CHARTRES;28
566;28320;GALLARDON;28
567;28630;LE COUDRAY;28
568;28230;EPERNON;28
569;28300;MAINVILLIERS;28
570;28310;TOURY;28
571;28130;HANCHES;28
572;28300;LEVES;28
573;28300;GASVILLE OISEME;28
574;28130;MAINTENON;28
575;28110;LUCE;28
576;28130;CHARTAINVILLIERS;28
577;28300;ST PREST;28
578;28320;GAS;28
579;28700;AUNEAU-BLEURY-SAINT-SYMPHORIEN;28
580;28600;LUISANT;28
581;28300;JOUY;28
582;28190;COURVILLE SUR EURE;28
583;28200;CHATEAUDUN;28
584;28200;ST DENIS-LANNERAY;28
585;28100;DREUX;28
586;28500;VERNOUILLET;28
587;28210;LORMAYE;28
588;28210;NOGENT-LE-ROI;28
589;28260;ANET;28
590;28210;CHAUDON;28
591;28350;ST LUBIN DES JONCHERETS;28
592;28170;CHATEAUNEUF EN THYMERAIS;28
593;28380;ST REMY SUR AVRE;28
594;28210;COULOMBS;28
595;28400;NOGENT LE ROTROU;28
596;29000;QUIMPER;29
597;29100;DOUARNENEZ;29
598;29300;QUIMPERLE;29
599;29900;CONCARNEAU;29
600;29930;PONT-AVEN;29
601;29360;CLOHARS CARNOET;29
602;29200;BREST;29
603;29290;SAINT RENAN;29
604;29460;DIRINON;29
605;29800;LANDERNEAU;29
606;29470;PLOUGASTEL-DAOULAS;29
607;29570;CAMARET-SUR-MER;29
608;29160;CROZON;29
609;29550;SAINT-NIC;29
610;29600;MORLAIX;29
611;29400;LANDIVISIAU;29
612;29660;CARANTEC;29
613;29600;SAINT-MARTIN-DES-CHAMPS;29
614;29630;PLOUGASNOU;29
615;29680;ROSCOFF;29
616;20137;PORTO-VECCHIO;2A
617;20000;AJACCIO;2A
618;20110;PROPRIANO;2A
619;20090;AJACCIO;2A
620;20100;SARTENE;2A
621;20144;ZONZA;2A
622;20169;BONIFACIO;2A
623;20128;GROSSETO-PRUGNA;2A
624;20137;LECCI;2A
625;20110;ARBELLARA;2A
626;20166;PIETROSELLA;2A
627;20166;GROSSETO-PRUGNA;2A
628;20160;VICO;2A
629;20111;CASAGLIONE;2A
630;20167;SARROLA-CARCOPINO;2A
631;20140;ARGIUSTA-MORICCIO;2A
632;20166;ALBITRECCIA;2A
633;20140;SERRA-DI-FERRO;2A
634;20117;CAURO;2A
635;20134;PALNECA;2A
636;20167;APPIETTO;2A
637;20111;CALCATOGGIO;2A
638;20131;PIANOTTOLI-CALDARELLO;2A
639;20150;OTA;2A
640;20110;BELVEDERE-CAMPOMORO;2A
641;20146;SOTTA;2A
642;20145;SARI-SOLENZARA;2A
643;20000;LECCI;2A
644;20113;OLMETO;2A
645;20138;COTI-CHIAVARI;2A
646;20140;CASALABRIVA;2A
647;20163;TAVERA;2A
648;20118;VICO;2A
649;20122;QUENZA;2A
650;20129;BASTELICACCIA;2A
651;20115;PIANA;2A
652;20118;COGGIA;2A
653;20157;FRASSETO;2A
654;20167;CUTTOLI-CORTICCHIATO;2A
655;20190;SANTA-MARIA-SICHE;2A
656;20160;COGGIA;2A
657;20128;ALBITRECCIA;2A
658;20110;VIGGIANELLO;2A
659;20000;AJACCIO;2A
660;20220;AREGNO;2B
661;20220;L'ILE ROUSSE;2B
662;20221;CERVIONE;2B
663;20232;OLETTA;2B
664;30240;LE GRAU DU ROI;30
665;30220;AIGUES-MORTES;30
666;30900;NIMES;30
667;30000;NIMES;30
668;30420;CALVISSON;30
669;30170;DURFORT-ET-SAINT-MARTIN-DE-;30
670;30600;VAUVERT;30
671;30132;CAISSARGUES;30
672;30540;MILHAUD;30
673;30870;CLARENSAC;30
674;30230;BOUILLARGUES;30
675;30128;GARONS;30
676;30250;SOMMIERES;30
677;30940;SAINT ANDRE DE VALBORGNE;30
678;30660;GALLARGUES-LE-MONTUEUX;30
679;30620;BERNIS;30
680;30670;AIGUES-VIVES;30
681;30980;SAINT-DIONISY;30
682;30190;GARRIGUES SAINTE EULALIE;30
683;30610;SAUVE;30
684;30190;LA CALMETTE;30
685;30460;LASALLE;30
686;30220;SAINT-LAURENT-D AIGOUZE;30
687;30620;AUBORD;30
688;30470;AIMARGUES;30
689;30230;RODILHAN;30
690;30260;SARDAN;30
691;30920;CODOGNAN;30
692;30770;ARRIGAS;30
693;30260;QUISSAC;30
694;30190;SAINT-GENIES-DE-MALGOIRES;30
695;30820;CAVEIRAC;30
696;30120;LE VIGAN;30
697;30440;SUMENE;30
698;30170;ST HIPPOLYTE DU FORT;30
699;30700;UZES;30
700;30510;GENERAC;30
701;30290;LAUDUN-L ARDOISE;30
702;30127;BELLEGARDE;30
703;30300;BEAUCAIRE;30
704;30400;VILLENEUVE LES AVIGNON;30
705;30200;SAINT-NAZAIRE;30
706;30320;MARGUERITTES;30
707;30840;MEYNES;30
708;30650;ROCHEFORT-DU-GARD;30
709;30133;LES ANGLES;30
710;30210;REMOULINS;30
711;30320;POULX;30
712;30130;PONT ST ESPRIT;30
713;30800;ST GILLES;30
714;30210;CASTILLON-DU-GARD;30
715;30210;SAINT-HILAIRE-D OZILHAN;30
716;30130;SAINT-PAULET-DE-CAISSON;30
717;30210;SERNHAC;30
718;30200;BAGNOLS SUR CEZE;30
719;30650;SAZE;30
720;30700;MONTAREN-ET-SAINT-MEDIERS;30
721;30490;MONTFRIN;30
722;30150;ROQUEMAURE;30
723;30100;ALES;30
724;30530;PORTES;30
725;30410;MOLIERES-SUR-CEZE;30
726;30160;BESSEGES;30
727;30960;SAINT-FLORENT-SUR-AUZONNET;30
728;30110;LA GRAND COMBE;30
729;30140;ANDUZE;30
730;31400;TOULOUSE;31
731;31200;TOULOUSE;31
732;31000;TOULOUSE;31
733;31500;TOULOUSE;31
734;31780;CASTELGINEST;31
735;31140;FONBEAUZARD;31
736;31130;BALMA;31
737;31280;DREMIL LAFAGE;31
738;31240;L UNION;31
739;31140;AUCAMVILLE;31
740;31150;FENOUILLET;31
741;31180;ROUFFIAC TOLOSAN;31
742;31150;GAGNAC SUR GARONNE;31
743;31520;RAMONVILLE ST AGNE;31
744;31240;ST JEAN;31
745;31140;LAUNAGUET;31
746;31130;FLOURENS;31
747;31300;TOULOUSE;31
748;31170;TOURNEFEUILLE;31
749;31770;COLOMIERS;31
750;31100;TOULOUSE;31
751;31700;BLAGNAC;31
752;31340;VILLEMUR SUR TARN;31
753;31840;AUSSONNE;31
754;31270;CUGNAUX;31
755;31330;GRENADE SUR GARONNE;31
756;31880;LA SALVETAT ST GILLES;31
757;31700;MONDONVILLE;31
758;31620;FRONTON;31
759;31700;BEAUZELLE;31
760;31660;BESSIERES;31
761;31320;CASTANET TOLOSAN;31
762;31290;VILLEFRANCHE-DE-LAURAGAIS;31
763;31560;NAILLOUX;31
764;31670;LABEGE;31
765;31250;REVEL;31
766;31650;ST ORENS DE GAMEVILLE;31
767;31570;LANTA;31
768;31120;LACROIX FALGARDE;31
769;31320;AUZEVILLE-TOLOSANE;31
770;31750;ESCALQUENS;31
771;31380;MONTASTRUC LA CONSEILLERE;31
772;31450;POMPERTUZAT;31
773;31450;BAZIEGE;31
774;31270;FROUZINS;31
775;32000;AUCH;32
776;32100;CONDOM;32
777;32150;CAZAUBON;32
778;32200;GIMONT;32
779;32600;L ISLE JOURDAIN;32
780;33200;BORDEAUX;33
781;33160;SAINT AUBIN DE MEDOC;33
782;33290;PAREMPUYRE;33
783;33160;SAINT MEDARD EN JALLES;33
784;33000;BORDEAUX;33
785;33300;BORDEAUX;33
786;33520;BRUGES;33
787;33680;LACANAU;33
788;33110;LE BOUSCAT;33
789;33185;LE HAILLAN;33
790;33320;EYSINES;33
791;33290;LUDON MEDOC;33
792;33480;MOULIS-EN-MEDOC;33
793;33320;LE TAILLAN MEDOC;33
794;33480;CASTELNAU-DE-MEDOC;33
795;33290;BLANQUEFORT;33
796;33460;MARGAUX CANTENAC;33
797;33800;BORDEAUX;33
798;33130;BEGLES;33
799;33700;MERIGNAC;33
800;33170;GRADIGNAN;33
801;33400;TALENCE;33
802;33600;PESSAC;33
803;33140;VILLENAVE D ORNON;33
804;33127;SAINT JEAN D ILLAC;33
805;33127;MARTIGNAS SUR JALLE;33
