idCommune;Code postal;Commune;Code departement
806;33610;CANEJAN;33
807;33610;CESTAS;33
808;33410;CADILLAC;33
809;33380;BIGANOS;33
810;33120;ARCACHON;33
811;33560;CARBON BLANC;33
812;33140;CADAUJAC;33
813;33260;LA TESTE-DE-BUCH;33
814;33470;GUJAN MESTRAS;33
815;33150;CENON;33
816;33270;FLOIRAC;33
817;33210;TOULENNE;33
818;33510;ANDERNOS-LES-BAINS;33
819;33100;BORDEAUX;33
820;33310;LORMONT;33
821;33370;ARTIGUES-PRES-BORDEAUX;33
822;33550;PAILLET;33
823;33970;LEGE-CAP-FERRET;33
824;33470;LE TEICH;33
825;33450;ST SULPICE ET CAMEYRAC;33
826;33670;CREON;33
827;33770;SALLES;33
828;33370;TRESSES;33
829;33240;SAINT GERVAIS;33
830;33740;ARES;33
831;33370;FARGUES SAINT HILAIRE;33
832;33210;LANGON;33
833;33850;LEOGNAN;33
834;33950;LEGE-CAP-FERRET;33
835;33210;PREIGNAC;33
836;33440;ST LOUIS DE MONTFERRAND;33
837;33360;LATRESNE;33
838;33980;AUDENGE;33
839;33550;HAUX;33
840;33440;AMBARES-ET-LAGRAVE;33
841;33880;ST CAPRAIS DE BORDEAUX;33
842;33138;LANTON;33
843;33720;BARSAC;33
844;33114;LE BARP;33
845;33530;BASSENS;33
846;33550;LANGOIRAN;33
847;33370;YVRAC;33
848;33450;MONTUSSAN;33
849;33430;BAZAS;33
850;33240;SAINT-ANDRE-DE-CUBZAC;33
851;33360;CARIGNAN-DE-BORDEAUX;33
852;33380;MIOS;33
853;33550;LE TOURNE;33
854;33380;MARCHEPRIME;33
855;33115;LA TESTE-DE-BUCH;33
856;33640;CASTRES GIRONDE;33
857;33550;LESTIAC-SUR-GARONNE;33
858;33650;LA BREDE;33
859;33450;SAINT LOUBES;33
860;33560;SAINTE EULALIE;33
861;33690;GRIGNOLS;33
862;33420;GENISSAC;33
863;33500;LIBOURNE;33
864;33350;CASTILLON-LA-BATAILLE;33
865;33390;BLAYE;33
866;33220;PINEUILH;33
867;33920;SAINT-YZAN-DE-SOUDIAC;33
868;33750;SAINT-QUENTIN-DE-BARON;33
869;33920;SAINT-SAVIN;33
870;33230;COUTRAS;33
871;33660;ST-SEURIN-SUR-L ISLE;33
872;33220;SAINTE-FOY-LA-GRANDE;33
873;33820;SAINT-CIERS-SUR-GIRONDE;33
874;33870;VAYRES;33
875;33190;LA REOLE;33
876;33490;SAINT-MACAIRE;33
877;33540;SAUVETERRE-DE-GUYENNE;33
878;33121;CARCANS;33
879;33780;SOULAC-SUR-MER;33
880;33990;HOURTIN;33
881;33112;SAINT LAURENT MEDOC;33
882;33123;LE VERDON SUR MER;33
883;33340;LESPARRE-MEDOC;33
884;33180;VERTHEUIL;33
885;33590;SAINT-VIVIEN-DE-MEDOC;33
886;34080;MONTPELLIER;34
887;34000;MONTPELLIER;34
888;34070;MONTPELLIER;34
889;34090;MONTPELLIER;34
890;34250;PALAVAS-LES-FLOTS;34
891;34130;MAUGUIO;34
892;34990;JUVIGNAC;34
893;34470;PEROLS;34
894;34920;LE CRES;34
895;34280;LA GRANDE MOTTE;34
896;34170;CASTELNAU LE LEZ;34
897;34970;LATTES;34
898;34130;SAINT-AUNES;34
899;34430;SAINT-JEAN-DE-VEDAS;34
900;34790;GRABELS;34
901;34110;FRONTIGNAN;34
902;34200;SETE;34
903;34110;VIC-LA-GARDIOLE;34
904;34140;BOUZIGUES;34
905;34540;BALARUC LES BAINS;34
906;34740;VENDARGUES;34
907;34190;GANGES;34
908;34400;LUNEL;34
909;34800;CLERMONT L HERAULT;34
910;34980;SAINT-GELY-DU-FESC;34
911;34140;MEZE;34
912;34160;SUSSARGUES;34
913;34590;MARSILLARGUES;34
914;34770;GIGEAN;34
915;34830;JACOU;34
916;34380;MAS-DE-LONDRES;34
917;34980;SAINT CLEMENT DE RIVIERE;34
918;34160;CASTRIES;34
919;34670;BAILLARGUES;34
920;34560;POUSSAN;34
921;34190;LAROQUE;34
922;34560;MONTBAZIN;34
923;34730;PRADES-LE-LEZ;34
924;34160;BEAULIEU;34
925;34540;BALARUC LE VIEUX;34
926;34400;SAINT-SERIES;34
927;34750;VILLENEUVE-LES-MAGUELONE;34
928;34670;SAINT-BRES;34
929;34230;PLAISSAN;34
930;34700;LODEVE;34
931;34725;SAINT-FELIX-DE-LODEZ;34
932;34140;LOUPIAN;34
933;34190;CAZILHAC;34
934;34570;SAINT PAUL ET VALMALLE;34
935;34725;SAINT-ANDRE-DE-SANGONIS;34
936;34230;POUZOLS;34
937;34820;ASSAS;34
938;34400;ENTRE-VIGNES;34
939;34800;NEBIAN;34
940;34160;SAINT-DREZERY;34
941;34150;GIGNAC;34
942;34150;MONTPEYROUX;34
943;34570;MONTARNAUD;34
944;34350;VALRAS-PLAGE;34
945;34210;CESSERAS;34
946;34500;BEZIERS;34
947;34410;SERIGNAN;34
948;34300;AGDE;34
949;34120;PEZENAS;34
950;34340;MARSEILLAN;34
951;34600;BEDARIEUX;34
952;34350;VENDRES;34
953;34450;VIAS;34
954;34620;PUISSERGUIER;34
955;34720;CAUX;34
956;34310;MONTADY;34
957;34240;LAMALOU-LES-BAINS;34
958;34760;BOUJAN-SUR-LIBRON;34
959;34420;PORTIRAGNES;34
960;34810;POMEROLS;34
961;35740;PACE;35
962;35230;BOURGBARRE;35
963;35200;RENNES;35
964;35830;BETTON;35
965;35510;CESSON-SEVIGNE;35
966;35000;RENNES;35
967;35230;NOYAL-CHATILLON-SUR-SEICHE;35
968;35700;RENNES;35
969;35135;CHANTEPIE;35
970;35132;VEZIN-LE-COQUET;35
971;35170;BRUZ;35
972;35131;CHARTRES-DE-BRETAGNE;35
973;35136;ST JACQUES DE LA LANDE;35
974;35760;SAINT-GREGOIRE;35
975;35770;VERN-SUR-SEICHE;35
976;35520;LA CHAPELLE DES FOUGERETZ;35
977;35131;PONT-PEAN;35
978;35690;ACIGNE;35
979;35850;PARTHENAY-DE-BRETAGNE;35
980;35230;ORGERES;35
981;35520;MELESSE;35
982;35310;CHAVAGNE;35
983;35850;IRODOUER;35
984;35250;SAINT-AUBIN-D AUBIGNE;35
985;35310;BREAL-SOUS-MONTFORT;35
986;35310;MORDELLES;35
987;35360;MONTAUBAN-DE-BRETAGNE;35
988;35340;LIFFRE;35
989;35410;CHATEAUGIRON;35
990;35650;LE RHEU;35
991;35160;BRETEIL;35
992;35410;NOUVOITOU;35
993;35137;BEDEE;35
994;35150;JANZE;35
995;35235;THORIGNE-FOUILLARD;35
996;35290;SAINT-MEEN-LE-GRAND;35
997;35160;MONTFORT-SUR-MEU;35
998;35590;L'HERMITAGE;35
999;35630;HEDE-BAZOUGES;35
1000;35520;LA MEZIERE;35
1001;35230;SAINT-ARMEL;35
1002;35490;SENS-DE-BRETAGNE;35
1003;35440;MONTREUIL-SUR-ILLE;35
1004;35580;GOVEN;35
1005;35600;REDON;35
1006;35470;BAIN-DE-BRETAGNE;35
1007;35330;LA CHAPELLE BOUEXIC;35
1008;35580;GUICHEN;35
1009;35320;POLIGNE;35
1010;35890;BOURG-DES-COMPTES;35
1011;35400;SAINT-MALO;35
1012;35800;DINARD;35
1013;35720;PLEUGUENEUC;35
1014;35800;SAINT-LUNAIRE;35
1015;35260;CANCALE;35
1016;35730;PLEURTUIT;35
1017;35120;DOL DE BRETAGNE;35
1018;35800;SAINT-BRIAC-SUR-MER;35
1019;35540;MINIAC-MORVAN;35
1020;35350;LA GOUESNIERE;35
1021;35780;LA RICHARDAIS;35
1022;35190;SAINT-DOMINEUC;35
1023;35540;LE TRONCHET;35
1024;35610;ROZ-SUR-COUESNON;35
1025;35350;SAINT-MELOIR-DES-ONDES;35
1026;35430;SAINT-JOUAN-DES-GUERETS;35
1027;35113;DOMAGNE;35
1028;35130;LA GUERCHE-DE-BRETAGNE;35
1029;35500;VITRE;35
1030;35220;CHATEAUBOURG;35
1031;35240;RETIERS;35
1032;35450;VAL-D'IZE;35
1033;36000;CHATEAUROUX;36
1034;36400;LA CHATRE;36
1035;37300;JOUE LES TOURS;37
1036;37000;TOURS;37
1037;37520;LA RICHE;37
1038;37100;TOURS;37
1039;37270;MONTLOUIS-SUR-LOIRE;37
1040;37700;SAINT-PIERRE-DES-CORPS;37
1041;37200;TOURS;37
1042;37550;SAINT AVERTIN;37
1043;37230;FONDETTES;37
1044;37540;SAINT CYR SUR LOIRE;37
1045;37390;NOTRE-DAME-D OE;37
1046;37210;ROCHECORBON;37
1047;37390;LA MEMBROLLE-SUR-CHOISILLE;37
1048;37510;BALLAN MIRE;37
1049;37170;CHAMBRAY LES TOURS;37
1050;37400;AMBOISE;37
1051;37120;RICHELIEU;37
1052;37140;BOURGUEIL;37
1053;37600;LOCHES;37
1054;37160;DESCARTES;37
1055;38000;GRENOBLE;38
1056;38100;GRENOBLE;38
1057;38400;SAINT-MARTIN-D'HERES;38
1058;38610;GIERES;38
1059;38700;LA TRONCHE;38
1060;38240;MEYLAN;38
1061;38330;MONTBONNOT-SAINT-MARTIN;38
1062;38130;ECHIROLLES;38
1063;38330;SAINT-NAZAIRE-LES-EYMES;38
1064;38330;BIVIERS;38
1065;38330;SAINT-ISMIER;38
1066;38320;EYBENS;38
1067;38320;POISAT;38
1068;38700;CORENC;38
1069;38660;LA TERRASSE;38
1070;38500;VOIRON;38
1071;38420;DOMENE;38
1072;38190;FROGES;38
1073;38530;PONTCHARRA;38
1074;38220;VIZILLE;38
1075;38120;SAINT-EGREVE;38
1076;38120;FONTANIL-CORNILLON;38
1077;38830;CRETS EN BELLEDONNE;38
1078;38950;SAINT-MARTIN-LE-VINOUX;38
1079;38570;TENCIN;38
1080;38580;ALLEVARD;38
1081;38190;VILLARD-BONNOT;38
1082;38580;LE HAUT-BREDA;38
1083;38410;SAINT-MARTIN-D'URIAGE;38
1084;38340;VOREPPE;38
1085;38410;CHAMROUSSE;38
1086;38500;LA BUISSE;38
1087;38220;NOTRE-DAME-DE-MESAGE;38
1088;38380;SAINT-PIERRE-DE-CHARTREUSE;38
1089;38320;BRIE-ET-ANGONNES;38
1090;38570;GONCELIN;38
1091;38410;VAULNAVEYS-LE-BAS;38
1092;38190;LES ADRETS;38
1093;38420;LE VERSOUD;38
1094;38570;LE CHEYLAS;38
1095;38960;SAINT-ETIENNE-DE-CROSSEY;38
1096;38920;CROLLES;38
1097;38650;GRESSE-EN-VERCORS;38
1098;38750;HUEZ;38
1099;38860;LES DEUX ALPES;38
1100;38360;SASSENAGE;38
1101;38112;AUTRANS-MEAUDRE EN VERCORS;38
1102;38170;SEYSSINET-PARISET;38
1103;38250;VILLARD-DE-LANS;38
1104;38600;FONTAINE;38
1105;38114;VAUJANY;38
1106;38250;CORRENCON-EN-VERCORS;38
1107;38880;AUTRANS-MEAUDRE EN VERCORS;38
1108;38800;LE PONT-DE-CLAIX;38
1109;38640;CLAIX;38
1110;38970;CORPS;38
1111;38520;LE BOURG-D'OISANS;38
1112;38142;BESSE;38
1113;38142;AURIS;38
1114;38250;LANS-EN-VERCORS;38
1115;38450;LE GUA;38
1116;38110;SAINT-CLAIR-DE-LA-TOUR;38
1117;38300;BOURGOIN-JALLIEU;38
1118;38090;VILLEFONTAINE;38
1119;38540;SAINT-JUST-CHALEYSSIN;38
1120;38080;L'ISLE-D'ABEAU;38
1121;38290;LA VERPILLIERE;38
1122;38280;ANTHON;38
1123;38230;PONT-DE-CHERUY;38
1124;38140;RIVES;38
1125;38590;SAINT-ETIENNE-DE-SAINT-GEOIRS;38
1126;38160;SAINT-MARCELLIN;38
1127;38430;SAINT-JEAN-DE-MOIRANS;38
1128;38210;TULLINS;38
1129;38470;VINAY;38
1130;38430;MOIRANS;38
1131;38140;BEAUCROISSANT;38
1132;38590;SAINT-GEOIRS;38
1133;38940;ROYBON;38
1134;38140;IZEAUX;38
1135;39220;LES ROUSSES;39
1136;39200;SAINT-CLAUDE;39
1137;39100;DOLE;39
1138;39300;CHAMPAGNOLE;39
1139;39600;ARBOIS;39
1140;39500;TAVAUX;39
1141;39400;HAUTS DE BIENNE;39
1142;39100;SAMPANS;39
1143;39000;LONS LE SAUNIER;39
1144;39310;SEPTMONCEL LES MOLUNES;39
1145;39220;BOIS-D AMONT;39
1146;39220;PREMANON;39
1147;39800;POLIGNY;39
1148;39570;PERRIGNY;39
1149;39570;MONTMOROT;39
1150;39290;OFFLANGES;39
1151;39170;LAVANS-LES-SAINT-CLAUDE;39
1152;39110;SALINS LES BAINS;39
1153;39260;MOIRANS-EN-MONTAGNE;39
1154;39130;CLAIRVAUX-LES-LACS;39
1155;39400;BELLEFONTAINE;39
1156;39170;RAVILLOLES;39
1157;40170;ST-JULIEN-EN-BORN;40
1158;40100;DAX;40
1159;40230;ST-VINCENT-DE-TYROSSE;40
1160;40230;TOSSE;40
1161;40280;SAINT-PIERRE-DU-MONT;40
1162;40660;MOLIETS-ET-MAA;40
1163;40300;PEYREHORADE;40
1164;40510;SEIGNOSSE;40
1165;40000;MONT-DE-MARSAN;40
1166;40220;TARNOS;40
1167;40150;SOORTS-HOSSEGOR;40
1168;40230;ST-GEOURS-MAREMNE;40
1169;40460;SANGUINET;40
1170;40560;VIELLE-ST-GIRONS;40
1171;40480;VIEUX BOUCAU-LES-BAINS;40
1172;40170;LIT ET MIXE;40
1173;40600;BISCARROSSE;40
1174;40990;ST-PAUL-LES-DAX;40
1175;40130;CAPBRETON;40
1176;40530;LABENNE;40
1177;40140;SOUSTONS;40
1178;40440;ONDRES;40
1179;40500;MONTGAILLARD;40
1180;40800;AIRE-SUR-L'ADOUR;40
1181;40390;ST-MARTIN-DE-SEIGNANX;40
1182;40150;ANGRESSE;40
1183;40200;MIMIZAN;40
1184;40700;HAGETMAU;40
1185;40300;ORIST;40
1186;40550;LEON;40
1187;40390;ST-MARTIN-DE-HINX;40
1188;40170;BIAS;40
1189;40380;POYANNE;40
1190;40990;ST-VINCENT-DE-PAUL;40
1191;40370;RION-DES-LANDES;40
1192;40400;TARTAS;40
1193;40200;AUREILHAN;40
1194;40500;SAINT-SEVER;40
1195;40160;PARENTIS EN BORN;40
1196;40230;BENESSE-MAREMNE;40
1197;41100;VENDOME;41
1198;41000;BLOIS;41
1199;41400;MONTRICHARD VAL DE CHER;41
1200;41330;MAROLLES;41
1201;41200;ROMORANTIN-LANTHENAY;41
1202;41350;VINEUIL;41
1203;41260;LA CHAUSSEE SAINT VICTOR;41
1204;41000;VILLEBAROU;41
1205;42000;SAINT-ETIENNE;42
1206;42100;SAINT-ETIENNE;42
1207;42650;SAINT-JEAN-BONNEFONDS;42
1208;42350;LA TALAUDIERE;42
1209;42530;SAINT GENEST LERPT;42
1210;42800;GENILAC;42
1211;42700;FIRMINY;42
1212;42740;SAINT-PAUL-EN-JAREZ;42
1213;42400;SAINT-CHAMOND;42
1214;42150;LA RICAMARIE;42
1215;42230;ROCHE-LA-MOLIERE;42
1216;42320;LA GRAND-CROIX;42
1217;42800;SAINT-JOSEPH;42
1218;42270;SAINT-PRIEST-EN-JAREZ;42
1219;42410;PELUSSIN;42
1220;42480;LA FOUILLOUSE;42
1221;42580;L ETRAT;42
1222;42390;VILLARS;42
1223;42420;LORETTE;42
1224;42500;LE CHAMBON-FEUGEROLLES;42
1225;42490;FRAISSES;42
1226;42290;SORBIERS;42
1227;42410;CHAVANAY;42
1228;42800;RIVE-DE-GIER;42
1229;42320;FARNAY;42
1230;42240;SAINT-PAUL-EN-CORNILLON;42
1231;42240;UNIEUX;42
1232;42152;L HORME;42
1233;42600;SAVIGNEUX;42
1234;42680;SAINT-MARCELLIN-EN-FOREZ;42
1235;42160;ANDREZIEUX-BOUTHEON;42
1236;42140;CHAZELLES SUR LYON;42
1237;42130;BOEN-SUR-LIGNON;42
1238;42600;MONTBRISON;42
1239;42340;VEAUCHE;42
1240;42210;MONTROND-LES-BAINS;42
1241;42170;SAINT-JUST-SAINT-RAMBERT;42
1242;42330;SAINT-GALMIER;42
1243;42110;FEURS;42
1244;42610;SAINT-ROMAIN-LE-PUY;42
1245;42380;SAINT-BONNET-LE-CHATEAU;42
1246;42560;SOLEYMIEUX;42
1247;42920;CHALMAZEL-JEANSAGNIERE;42
1248;42600;PRECIEUX;42
1249;42300;ROANNE;42
1250;42190;CHARLIEU;42
1251;42300;VILLEREST;42
1252;42430;SAINT-JUST-EN-CHEVALET;42
1253;42153;RIORGES;42
1254;42590;NEULISE;42
1255;42120;LE COTEAU;42
1256;42300;MABLY;42
1257;42510;BALBIGNY;42
1258;42120;PERREUX;42
1259;42720;BRIENNON;42
1260;42370;SAINT-HAON-LE-CHATEL;42
1261;43000;LE PUY EN VELAY;43
1262;43600;SAINTE-SIGOLENE;43
1263;43140;SEAUVE-SUR-SEMENE (LA);43
1264;43620;SAINT-PAL-DE-MONS;43
1265;43400;LE CHAMBON SUR LIGNON;43
1266;43300;LANGEAC;43
1267;43000;ESPALY-SAINT-MARCEL;43
1268;43140;SAINT-DIDIER-EN-VELAY;43
1269;43700;BRIVES-CHARENSAC;43
1270;43110;AUREC-SUR-LOIRE;43
1271;43200;ARAULES;43
1272;43100;VIEILLE-BRIOUDE;43
1273;43330;PONT-SALOMON;43
1274;43100;BRIOUDE;43
1275;43200;YSSINGEAUX;43
1276;43590;BEAUZAC;43
1277;43240;SAINT JUST MALMONT;43
1278;44000;NANTES;44
1279;44230;ST SEBASTIEN SUR LOIRE;44
1280;44300;NANTES;44
1281;44100;NANTES;44
1282;44200;NANTES;44
1283;44800;ST-HERBLAIN;44
1284;44610;INDRE;44
1285;44470;THOUARE-SUR-LOIRE;44
1286;44240;CHAPELLE-SUR-ERDRE (LA);44
1287;44400;REZE;44
1288;44340;BOUGUENAIS;44
1289;44240;SUCE-SUR-ERDRE;44
1290;44310;ST-PHILBERT-DE-GRAND-LIEU;44
1291;44115;BASSE-GOULAINE;44
1292;44119;TREILLIERES;44
1293;44850;LIGNE;44
1294;44840;SORINIERES (LES);44
1295;44140;AIGREFEUILLE SUR MAINE;44
1296;44470;CARQUEFOU;44
1297;44270;MACHECOUL-SAINT-MEME;44
1298;44980;SAINTE-LUCE-SUR-LOIRE;44
1299;44850;MOUZEIL;44
1300;44690;HAIE-FOUASSIERE (LA);44
1301;44700;ORVAULT;44
1302;44120;VERTOU;44
1303;44150;ANCENIS-SAINT-GEREON;44
1304;44690;MAISDON-SUR-SEVRE;44
1305;44190;CLISSON;44
1306;44450;SAINT-JULIEN-DE-CONCELLES;44
1307;44830;BOUAYE;44
1308;44860;PONT-SAINT-MARTIN;44
1309;44119;GRANDCHAMP-DES-FONTAINES;44
1310;44430;LOROUX-BOTTEREAU (LE);44
1311;44440;RIAILLE;44
1312;44370;LOIREAUXENCE;44
1313;44880;SAUTRON;44
1314;44330;CHAPELLE-HEULIN (LA);44
1315;44760;LA BERNERIE EN RETZ;44
1316;44250;SAINT BREVIN LES PINS;44
1317;44210;PORNIC;44
1318;44730;SAINT-MICHEL-CHEF-CHEF;44
1319;44770;LA PLAINE-SUR-MER;44
1320;44680;SAINTE PAZANNE;44
1321;44320;SAINT-PERE-EN-RETZ;44
1322;44620;LA MONTAGNE;44
1323;44640;PELLERIN (LE);44
1324;44560;PAIMBOEUF;44
1325;44770;PREFAILLES;44
1326;44380;PORNICHET;44
1327;44600;SAINT-NAZAIRE;44
1328;44220;COUERON;44
1329;44160;BESNE;44
1330;44130;BLAIN;44
1331;44570;TRIGNAC;44
1332;44780;MISSILLAC;44
1333;44550;MONTOIR-DE-BRETAGNE;44
1334;44360;SAINT-ETIENNE-DE-MONTLUC;44
1335;44260;SAVENAY;44
1336;44290;GUEMENE PENFAO;44
1337;44550;SAINT-MALO-DE-GUERSAC;44
1338;44160;SAINTE-REINE-DE-BRETAGNE;44
1339;44360;LE TEMPLE DE BRETAGNE;44
1340;44460;SAINT-NICOLAS-DE-REDON;44
1341;44480;DONGES;44
1342;44750;CAMPBON;44
1343;44360;VIGNEUX DE BRETAGNE;44
1344;44510;LE POULIGUEN;44
1345;44350;GUERANDE;44
1346;44420;LA TURBALLE;44
1347;44740;BATZ-SUR-MER;44
1348;44500;LA BAULE-ESCOUBLAC;44
1349;44420;MESQUER;44
1350;44490;LE CROISIC;44
1351;44117;SAINT-ANDRE-DES-EAUX;44
1352;44420;PIRIAC-SUR-MER;44
1353;44350;SAINT MOLF;44
1354;44390;NORT SUR ERDRE;44
1355;44110;CHATEAUBRIANT;44
1356;45800;ST JEAN DE BRAYE;45
1357;45000;ORLEANS;45
1358;45160;OLIVET;45
1359;45380;LA CHAPELLE ST MESMIN;45
1360;45140;ST JEAN DE LA RUELLE;45
1361;45650;SAINT-JEAN-LE-BLANC;45
1362;45100;ORLEANS;45
1363;45400;CHANTEAU;45
1364;45160;SAINT-HILAIRE-SAINT-MESMIN;45
1365;45400;FLEURY LES AUBRAIS;45
1366;45140;INGRE;45
1367;45400;SEMOY;45
1368;45750;SAINT-PRYVE-SAINT-MESMIN;45
1369;45770;SARAN;45
1370;45560;SAINT-DENIS-EN-VAL;45
1371;45430;CHECY;45
1372;45140;BOULAY-LES-BARRES;45
1373;45190;BEAUGENCY;45
1374;45160;ARDON;45
1375;45240;LA FERTE SAINT-AUBIN;45
1376;45170;NEUVILLE-AUX-BOIS;45
1377;45740;LAILLY EN VAL;45
1378;45110;CHATEAUNEUF S LOIRE;45
1379;45150;JARGEAU;45
1380;45640;SANDILLON;45
1381;45130;MEUNG-SUR-LOIRE;45
1382;45310;PATAY;45
1383;45200;MONTARGIS;45
1384;45120;CHALETTE-SUR-LOING;45
1385;45320;SAINT-HILAIRE-LES-ANDRESIS;45
1386;45200;AMILLY;45
1387;45120;CEPOY;45
1388;45390;PUISEAUX;45
1389;45330;LE MALESHERBOIS;45
1390;45300;PITHIVIERS;45
1391;45340;BEAUNE-LA-ROLANDE;45
1392;45500;GIEN;45
1393;45600;SULLY-SUR-LOIRE;45
1394;45250;BRIARE;45
1395;46000;CAHORS;46
1396;47520;LE PASSAGE;47
1397;47000;AGEN;47
1398;47390;LAYRAC;47
1399;47240;LAFOX;47
1400;47700;CASTELJALOUX;47
1401;47550;BOE;47
1402;47450;COLAYRAC ST CIRQ;47
1403;47600;NERAC;47
1404;47190;AIGUILLON;47
1405;47200;MARMANDE;47
1406;47400;TONNEINS;47
1407;47300;VILLENEUVE SUR LOT;47
1408;47210;VILLEREAL;47
1409;47500;FUMEL;47
1410;47150;MONFLANQUIN;47
1411;47290;CASTELNAUD DE GRATECAMBE;47
1412;48000;MENDE;48
1413;48300;LANGOGNE;48
1414;48150;MEYRUEIS;48
1415;48100;MARVEJOLS;48
1416;48190;MONT LOZERE ET GOULET;48
1417;48800;VILLEFORT;48
1418;48130;PEYRE EN AUBRAC;48
1419;49000;ANGERS;49
1420;49100;ANGERS;49
1421;49130;LES PONTS DE CE;49
1422;49125;TIERCE;49
1423;49124;SAINT-BARTHELEMY-D ANJOU;49
1424;49610;MURS-ERIGNE;49
1425;49800;TRELAZE;49
1426;49130;STE GEMMES SUR LOIRE;49
1427;49125;CHEFFES;49
1428;49480;VERRIERES-EN-ANJOU;49
1429;49112;VERRIERES-EN-ANJOU;49
1430;49140;RIVES-DU-LOIR-EN-ANJOU;49
1431;49320;BRISSAC LOIRE AUBANCE;49
1432;49240;AVRILLE;49
1433;49170;SAINT-GEORGES-SUR-LOIRE;49
1434;49080;BOUCHEMAINE;49
1435;49460;MONTREUIL-JUIGNE;49
1436;49300;CHOLET;49
1437;49120;CHEMILLE-EN-ANJOU;49
1438;49340;TREMENTINES;49
1439;49450;BEAUPREAU-EN-MAUGES;49
1440;49600;BEAUPREAU-EN-MAUGES;49
1441;49280;LA TESSOUALLE;49
1442;49400;SAUMUR;49
1443;49590;FONTEVRAUD L ABBAYE;49
1444;49630;MAZE-MILON;49
1445;49500;SEGRE-EN-ANJOU BLEU;49
1446;50180;AGNEAUX;50
1447;50000;SAINT-LO;50
1448;50680;MOON-SUR-ELLE;50
1449;50500;CARENTAN LES MARAIS;50
1450;50400;GRANVILLE;50
1451;50300;AVRANCHES;50
1452;50600;GRANDPARIGNY;50
1453;50350;DONVILLE-LES-BAINS;50
1454;50600;SAINT-HILAIRE-DU-HARCOUET;50
1455;50370;BRECEY;50
1456;50610;JULLOUVILLE;50
1457;50170;PONTORSON;50
1458;50100;CHERBOURG-EN-COTENTIN;50
1459;50470;CHERBOURG-EN-COTENTIN;50
1460;50110;CHERBOURG-EN-COTENTIN;50
1461;50130;CHERBOURG-EN-COTENTIN;50
1462;50120;CHERBOURG-EN-COTENTIN;50
1463;50200;COUTANCES;50
1464;50430;SAINT-GERMAIN-SUR-AY;50
1465;50450;GAVRAY-SUR-SIENNE;50
1466;50560;GOUVILLE-SUR-MER;50
1467;50230;AGON-COUTAINVILLE;50
1468;50770;PIROU;50
1469;50190;PERIERS;50
1470;50430;LESSAY;50
1471;50250;LA HAYE;50
1472;50270;BARNEVILLE-CARTERET;50
1473;50550;SAINT-VAAST-LA-HOUGUE;50
1474;50270;BAUBIGNY;50
1475;50700;VALOGNES;50
1476;50580;PORT-BAIL-SUR-MER;50
1477;51000;CHALONS EN CHAMPAGNE;51
1478;51470;SAINT-MEMMIE;51
1479;51800;SAINTE MENEHOULD;51
1480;51300;BLACY;51
1481;51300;VITRY LE FRANCOIS;51
1482;51300;FRIGNICOURT;51
1483;51200;EPERNAY;51
1484;51700;DORMANS;51
1485;51530;VINAY;51
1486;51530;CRAMANT;51
1487;51190;AVIZE;51
1488;51700;MAREUIL-LE-PORT;51
1489;51100;REIMS;51
1490;51430;TINQUEUX;51
1491;51530;DIZY;51
1492;51160;AY-CHAMPAGNE;51
1493;51350;CORMONTREUIL;51
1494;51370;SAINT BRICE COURCELLES;51
1495;51500;CHIGNY-LES-ROSES;51
1496;51500;SILLERY;51
1497;51450;BETHENY;51
1498;51430;BEZANNES;51
1499;51170;FISMES;51
1500;51420;WITRY-LES-REIMS;51
1501;51530;MAGENTA;51
1502;51160;AVENAY-VAL-D'OR;51
1503;52800;NOGENT;52
1504;52000;CHAUMONT;52
1505;52200;LANGRES;52
1506;53200;CHATEAU-GONTIER-SUR-MAYENNE;53
1507;53800;CONGRIER;53
1508;53000;LAVAL;53
1509;53810;CHANGE;53
1510;53300;ST FRAIMBAULT DE PRIERES;53
1511;53100;MAYENNE;53
1512;54270;ESSEY LES NANCY;54
1513;54000;NANCY;54
1514;54500;VANDOEUVRE LES NANCY;54
1515;54700;PONT A MOUSSON;54
1516;54130;SAINT MAX;54
1517;54140;JARVILLE LA MALGRANGE;54
1518;54220;MALZEVILLE;54
1519;54600;VILLERS LES NANCY;54
1520;54250;CHAMPIGNEULLES;54
1521;54850;MEREVILLE;54
1522;54425;PULNOY;54
1523;54320;MAXEVILLE;54
1524;54520;LAXOU;54
1525;54390;FROUARD;54
1526;54136;BOUXIERES-AUX-DAMES;54
1527;54410;LANEUVEVILLE-DEVANT-NANCY;54
1528;54670;CUSTINES;54
1529;54510;TOMBLAINE;54
1530;54630;RICHARDMENIL;54
1531;54180;HEILLECOURT;54
1532;54550;PONT-SAINT-VINCENT;54
1533;54740;HAROUE;54
1534;54110;VARANGEVILLE;54
1535;54210;SAINT-NICOLAS-DE-PORT;54
1536;54150;VAL DE BRIEY;54
1537;54400;LONGWY;54
1538;54750;TRIEUX;54
1539;54730;GORCY;54
1540;54860;HAUCOURT-MOULAINE;54
1541;54240;JOEUF;54
1542;54800;JARNY;54
1543;54650;SAULNES;54
1544;54310;HOMECOURT;54
1545;54640;TUCQUEGNIEUX;54
1546;54350;MONT SAINT MARTIN;54
1547;54430;REHON;54
1548;54580;AUBOUE;54
1549;54810;LONGLAVILLE;54
1550;54880;THIL;54
1551;54260;LONGUYON;54
1552;54440;HERSERANGE;54
